date,num_clients,num_clients_lag_7,federal_holiday,big_holiday_before,big_holiday,big_holiday_after,num_sessions,total_traffic,community_event_count,community_event,community_gingerbread_express,community_holiday_market,wu_temp_high,wu_temp_avg,wu_temp_low,wu_humid_high,wu_humid_avg,wu_humid_low,wu_wind_high,wu_wind_avg,wu_precip,wu_event_fog,wu_event_rain,wu_event_snow,wu_event_hail,wu_event_thunderstorm,wu_event_sum,bb_cumulative_wins,bb_game,day_of_week_fri,day_of_week_mon,day_of_week_sat,day_of_week_sun,day_of_week_thu,day_of_week_tue,day_of_week_wed,quarter_q1,quarter_q2,quarter_q3,quarter_q4,bb_game_type_conference_tourney,bb_game_type_ncaa_tourney,bb_game_type_pre_season,bb_game_type_regular_season,bb_location_away,bb_location_home,bb_location_neutral,bb_ranked_opponent_False,bb_ranked_opponent_True,bb_game_result_loss,bb_game_result_win,bb_close_game_False,bb_close_game_True,wu_temp_high_sq,wu_temp_avg_sq,wu_temp_low_sq,wu_humid_high_sq,wu_humid_avg_sq,wu_humid_low_sq,wu_wind_high_sq,wu_wind_avg_sq,wu_precip_sq,num_sessions_lag_7,total_traffic_lag_7
2017-06-09,303.0,275.0,False,False,False,False,1984.0,4016395.9461400006,0,False,0,0,83,70,57,93,63,33,13,3,0.0,0,0,0,0,0,0,0,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6889,4900,3249,8649,3969,1089,169,9,0.0,2606.0,6976014.7916
2017-06-10,157.0,218.0,False,False,False,False,1099.0,2168795.591056,0,False,0,0,89,73,56,86,60,34,12,4,0.0,0,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7921,5329,3136,7396,3600,1156,144,16,0.0,2045.0,4261618.916156
2017-06-11,39.0,130.0,False,False,False,False,254.0,1995103.004471,0,False,0,0,92,78,64,93,65,36,14,5,0.0,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8464,6084,4096,8649,4225,1296,196,25,0.0,1377.0,5938976.4271
2017-06-12,73.0,125.0,False,False,False,False,507.0,1298984.9599388891,0,False,0,0,92,79,66,87,63,38,12,4,0.0,0,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8464,6241,4356,7569,3969,1444,144,16,0.0,780.0,3180533.191029
2017-06-13,84.0,244.0,False,False,False,False,454.0,3538208.995786,0,False,0,0,94,82,70,84,63,41,16,3,0.0,0,0,0,0,1,1,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8836,6724,4900,7056,3969,1681,256,9,0.0,1368.0,3830328.3195960005
2017-06-14,201.0,219.0,False,False,False,False,1212.0,3430692.408789,0,False,0,0,91,80,69,90,72,53,17,2,0.0,0,0,0,0,1,1,0,False,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8281,6400,4761,8100,5184,2809,289,4,0.0,1584.0,4963882.09783
2017-06-15,148.0,212.0,False,False,False,False,1303.0,3170540.0886329995,0,False,0,0,88,79,70,97,76,55,16,4,0.09,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7744,6241,4900,9409,5776,3025,256,16,0.0081,1258.0,2996090.880133
2017-06-16,156.0,303.0,False,False,False,False,1391.0,2904612.97761,0,False,0,0,84,77,69,100,83,65,14,3,1.23,0,0,0,0,0,0,0,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7056,5929,4761,10000,6889,4225,196,9,1.5129,1984.0,4016395.9461400006
2017-06-17,174.0,157.0,False,False,False,False,1544.0,6502385.209799998,0,False,0,0,86,78,69,100,83,65,17,5,0.09,1,0,0,0,0,1,0,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7396,6084,4761,10000,6889,4225,289,25,0.0081,1099.0,2168795.591056
2017-06-18,93.0,39.0,False,False,False,False,967.0,2959020.9418,0,False,0,0,90,82,73,100,78,56,18,10,0.08,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8100,6724,5329,10000,6084,3136,324,100,0.0064,254.0,1995103.004471
2017-06-19,117.0,73.0,False,False,False,False,944.0,3698466.1332776714,0,False,0,0,87,79,71,93,77,61,21,9,0.71,0,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7569,6241,5041,8649,5929,3721,441,81,0.5041,507.0,1298984.9599388891
2017-06-20,198.0,84.0,False,False,False,False,1763.0,6414523.16365556,0,False,0,0,85,76,66,97,69,40,20,6,0.0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7225,5776,4356,9409,4761,1600,400,36,0.0,454.0,3538208.995786
2017-06-21,144.0,201.0,False,False,False,False,1571.0,3795876.4085333,0,False,0,0,89,78,67,90,65,39,13,6,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7921,6084,4489,8100,4225,1521,169,36,0.0,1212.0,3430692.408789
2017-06-22,123.0,148.0,False,False,False,False,1204.0,4361739.94654,0,False,0,0,89,80,71,90,70,50,13,5,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7921,6400,5041,8100,4900,2500,169,25,0.0,1303.0,3170540.0886329995
2017-06-23,188.0,156.0,False,False,False,False,1719.0,4603882.38174,0,False,0,0,87,79,71,93,79,65,20,11,0.05,0,1,0,0,0,1,0,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7569,6241,5041,8649,6241,4225,400,121,0.0025000000000000005,1391.0,2904612.97761
2017-06-24,179.0,174.0,False,False,False,False,2098.0,6988265.24402,0,False,0,0,87,78,68,87,62,37,18,3,0.02,0,1,0,0,0,1,0,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7569,6084,4624,7569,3844,1369,324,9,0.0004,1544.0,6502385.209799998
2017-06-25,113.0,93.0,False,False,False,False,1186.0,4370734.64924,0,False,0,0,85,74,63,87,59,31,9,4,0.0,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7225,5476,3969,7569,3481,961,81,16,0.0,967.0,2959020.9418
2017-06-26,117.0,117.0,False,False,False,False,865.0,4065481.95527,0,False,0,0,82,69,55,86,59,31,15,4,0.0,0,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6724,4761,3025,7396,3481,961,225,16,0.0,944.0,3698466.1332776714
2017-06-27,151.0,198.0,False,False,False,False,1223.0,4587913.10269,0,False,0,0,82,72,62,73,50,26,12,4,0.0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6724,5184,3844,5329,2500,676,144,16,0.0,1763.0,6414523.16365556
2017-06-28,155.0,144.0,False,False,False,False,1259.0,5202516.195780001,0,False,0,0,82,68,53,86,58,30,12,3,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6724,4624,2809,7396,3364,900,144,9,0.0,1571.0,3795876.4085333
2017-06-29,147.0,123.0,False,False,False,False,1447.0,6100535.7506,0,False,0,0,90,75,59,84,63,41,20,9,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8100,5625,3481,7056,3969,1681,400,81,0.0,1204.0,4361739.94654
2017-07-01,141.0,188.0,False,False,False,False,988.0,5569782.329399001,0,False,0,0,94,84,74,100,68,36,15,6,0.0,0,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8836,7056,5476,10000,4624,1296,225,36,0.0,1719.0,4603882.38174
2017-07-02,120.0,179.0,False,False,False,False,1103.0,5440138.24006,0,False,0,0,89,79,69,87,67,46,13,3,0.0,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7921,6241,4761,7569,4489,2116,169,9,0.0,2098.0,6988265.24402
2017-07-03,116.0,113.0,False,False,False,False,1008.0,5941662.15056,0,False,0,0,93,80,67,90,62,34,12,2,0.0,0,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8649,6400,4489,8100,3844,1156,144,4,0.0,1186.0,4370734.64924
2017-07-04,89.0,117.0,True,False,True,False,796.0,5741940.05271,0,False,0,0,90,80,70,90,69,47,9,2,0.01,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8100,6400,4900,8100,4761,2209,81,4,0.0001,865.0,4065481.95527
2017-07-05,109.0,151.0,False,False,False,False,814.0,3910006.32857,0,False,0,0,82,77,72,93,81,69,14,5,0.21,0,1,0,0,0,1,0,False,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6724,5929,5184,8649,6561,4761,196,25,0.044099999999999986,1223.0,4587913.10269
2017-07-06,179.0,155.0,False,False,False,False,1163.0,5652629.618778,0,False,0,0,89,80,71,100,80,59,13,3,0.02,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7921,6400,5041,10000,6400,3481,169,9,0.0004,1259.0,5202516.195780001
2017-07-07,205.0,147.0,False,False,False,False,1870.0,6115609.0314799985,0,False,0,0,92,83,73,94,66,38,13,4,0.0,0,0,0,0,0,0,0,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8464,6889,5329,8836,4356,1444,169,16,0.0,1447.0,6100535.7506
2017-07-08,126.0,141.0,False,False,False,False,1065.0,5115301.54669,0,False,0,0,91,80,68,73,55,36,13,4,0.0,0,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8281,6400,4624,5329,3025,1296,169,16,0.0,988.0,5569782.329399001
2017-07-09,71.0,120.0,False,False,False,False,633.0,2798883.8399,0,False,0,0,88,76,63,87,59,31,12,2,0.0,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7744,5776,3969,7569,3481,961,144,4,0.0,1103.0,5440138.24006
2017-07-10,64.0,116.0,False,False,False,False,676.0,4120334.790609,0,False,0,0,93,78,63,93,62,30,15,4,0.0,0,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8649,6084,3969,8649,3844,900,225,16,0.0,1008.0,5941662.15056
2017-07-11,93.0,89.0,False,False,False,False,824.0,3890819.982449,0,False,0,0,88,79,69,87,67,46,13,5,0.0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7744,6241,4761,7569,4489,2116,169,25,0.0,796.0,5741940.05271
2017-07-12,88.0,109.0,False,False,False,False,974.0,3147385.17337,0,False,0,0,97,85,73,79,55,31,12,4,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9409,7225,5329,6241,3025,961,144,16,0.0,814.0,3910006.32857
2017-07-13,117.0,179.0,False,False,False,False,840.0,5050539.8038599985,0,False,0,0,98,86,73,87,65,42,16,5,0.02,0,0,0,0,1,1,0,False,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9604,7396,5329,7569,4225,1764,256,25,0.0004,1163.0,5652629.618778
2017-07-14,191.0,205.0,False,False,False,False,2000.0,6580984.60422,0,False,0,0,100,88,75,94,67,39,23,5,0.89,0,0,0,0,0,0,0,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,7744,5625,8836,4489,1521,529,25,0.7921,1870.0,6115609.0314799985
2017-07-15,164.0,126.0,False,False,False,False,1470.0,6497392.07093,0,False,0,0,92,83,73,93,64,34,10,4,0.0,0,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8464,6889,5329,8649,4096,1156,100,16,0.0,1065.0,5115301.54669
2017-07-16,109.0,71.0,False,False,False,False,1014.0,4207932.871590001,0,False,0,0,91,80,69,90,64,37,9,3,0.0,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8281,6400,4761,8100,4096,1369,81,9,0.0,633.0,2798883.8399
2017-07-17,103.0,64.0,False,False,False,False,824.0,2474434.56,0,False,0,0,91,80,69,97,72,47,17,3,0.0,0,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8281,6400,4761,9409,5184,2209,289,9,0.0,676.0,4120334.790609
2017-07-18,117.0,93.0,False,False,False,False,909.0,3409826.702160001,0,False,0,0,95,82,68,90,65,39,17,3,0.0,0,0,0,0,1,1,0,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9025,6724,4624,8100,4225,1521,289,9,0.0,824.0,3890819.982449
2017-07-19,153.0,88.0,False,False,False,False,1447.0,5357714.7736,0,False,0,0,96,81,66,93,66,39,9,2,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9216,6561,4356,8649,4356,1521,81,4,0.0,974.0,3147385.17337
2017-07-20,134.0,117.0,False,False,False,False,1014.0,5239686.826200001,0,False,0,0,98,85,71,93,63,33,13,3,0.0,0,1,0,0,0,1,0,False,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9604,7225,5041,8649,3969,1089,169,9,0.0,840.0,5050539.8038599985
2017-07-21,145.0,191.0,False,False,False,False,1084.0,3869164.65777,0,False,0,0,98,86,74,87,63,38,20,3,0.23,0,1,0,0,0,1,0,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9604,7396,5476,7569,3969,1444,400,9,0.0529,2000.0,6580984.60422
2017-07-22,105.0,164.0,False,False,False,False,1162.0,7359836.1598,0,False,0,0,98,86,73,87,65,42,17,5,0.05,0,0,0,0,1,1,0,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9604,7396,5329,7569,4225,1764,289,25,0.0025000000000000005,1470.0,6497392.07093
2017-07-23,126.0,109.0,False,False,False,False,1239.0,4331428.976811,0,False,0,0,94,84,74,94,68,41,21,3,0.0,0,1,0,0,0,1,0,False,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8836,7056,5476,8836,4624,1681,441,9,0.0,1014.0,4207932.871590001
2017-07-24,119.0,103.0,False,False,False,False,916.0,5444549.40443,0,False,0,0,92,83,73,87,68,49,26,6,0.37,0,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8464,6889,5329,7569,4624,2401,676,36,0.1369,824.0,2474434.56
2017-07-25,157.0,117.0,False,False,False,False,1412.0,7002101.760009998,0,False,0,0,86,76,66,84,61,37,15,6,0.0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7396,5776,4356,7056,3721,1369,225,36,0.0,909.0,3409826.702160001
2017-07-26,164.0,153.0,False,False,False,False,1270.0,7605368.605109,0,False,0,0,86,74,62,93,72,51,12,2,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7396,5476,3844,8649,5184,2601,144,4,0.0,1447.0,5357714.7736
2017-07-27,153.0,134.0,False,False,False,False,1167.0,7571852.5156999985,0,False,0,0,88,78,68,97,76,55,12,3,0.02,0,1,0,0,0,1,0,False,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7744,6084,4624,9409,5776,3025,144,9,0.0004,1014.0,5239686.826200001
2017-07-28,105.0,145.0,False,False,False,False,635.0,2396639.5733,0,False,0,0,86,79,72,93,77,61,12,3,2.01,0,0,0,0,0,0,0,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7396,6241,5184,8649,5929,3721,144,9,4.040099999999999,1084.0,3869164.65777
2017-07-29,142.0,105.0,False,False,False,False,959.0,2541456.49779,0,False,0,0,80,72,63,93,74,54,23,8,0.01,0,1,0,0,0,1,0,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6400,5184,3969,8649,5476,2916,529,64,0.0001,1162.0,7359836.1598
2017-07-30,153.0,126.0,False,False,False,False,1565.0,5981054.29260444,0,False,0,0,84,70,56,87,61,34,12,3,0.0,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7056,4900,3136,7569,3721,1156,144,9,0.0,1239.0,4331428.976811
2017-07-31,147.0,119.0,False,False,False,False,1300.0,3466821.404567,0,False,0,0,88,74,59,93,66,39,10,2,0.0,0,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7744,5476,3481,8649,4356,1521,100,4,0.0,916.0,5444549.40443
2017-08-01,158.0,157.0,False,False,False,False,1217.0,2972579.84029,0,False,0,0,90,77,64,93,66,38,12,2,0.0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8100,5929,4096,8649,4356,1444,144,4,0.0,1412.0,7002101.760009998
2017-08-02,157.0,164.0,False,False,False,False,1271.0,4575978.9511509985,0,False,0,0,92,80,68,87,60,32,16,3,0.0,0,1,0,0,0,1,0,False,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8464,6400,4624,7569,3600,1024,256,9,0.0,1270.0,7605368.605109
2017-08-03,127.0,153.0,False,False,False,False,875.0,5709111.182198999,0,False,0,0,91,79,67,93,67,41,12,2,0.0,0,1,0,0,0,1,0,False,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8281,6241,4489,8649,4489,1681,144,4,0.0,1167.0,7571852.5156999985
2017-08-04,220.0,105.0,False,False,False,False,2098.0,6360948.6224219985,0,False,0,0,93,80,67,93,65,36,16,5,0.0,0,0,0,0,0,0,0,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8649,6400,4489,8649,4225,1296,256,25,0.0,635.0,2396639.5733
2017-08-05,163.0,142.0,False,False,False,False,1443.0,4651251.4849,0,False,0,0,83,73,62,69,52,34,13,5,0.0,0,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6889,5329,3844,4761,2704,1156,169,25,0.0,959.0,2541456.49779
2017-08-06,116.0,153.0,False,False,False,False,931.0,3443264.28431,0,False,0,0,86,72,58,93,65,37,12,4,0.0,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7396,5184,3364,8649,4225,1369,144,16,0.0,1565.0,5981054.29260444
2017-08-07,82.0,147.0,False,False,False,False,577.0,2129561.031188,0,False,0,0,78,74,70,97,85,73,13,3,1.05,0,1,0,0,0,1,0,False,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6084,5476,4900,9409,7225,5329,169,9,1.1025,1300.0,3466821.404567
2017-08-08,166.0,158.0,False,False,False,False,1098.0,4883051.52016,0,False,0,0,82,74,66,100,76,51,9,3,0.05,0,1,0,0,0,1,0,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6724,5476,4356,10000,5776,2601,81,9,0.0025000000000000005,1217.0,2972579.84029
2017-08-09,159.0,157.0,False,False,False,False,1247.0,6115432.10631,0,False,0,0,84,73,61,100,69,37,9,2,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7056,5329,3721,10000,4761,1369,81,4,0.0,1271.0,4575978.9511509985
2017-08-10,163.0,127.0,False,False,False,False,1298.0,4830407.111067,0,False,0,0,84,72,59,93,67,40,12,3,0.0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7056,5184,3481,8649,4489,1600,144,9,0.0,875.0,5709111.182198999
2017-08-11,164.0,220.0,False,False,False,False,1596.0,3685482.381826,0,False,0,0,85,78,70,90,76,61,15,5,0.0,0,0,0,0,0,0,0,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7225,6084,4900,8100,5776,3721,225,25,0.0,2098.0,6360948.6224219985
2017-08-12,86.0,163.0,False,False,False,False,634.0,2788992.568888,0,False,0,0,88,80,71,100,78,55,10,3,0.08,0,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7744,6400,5041,10000,6084,3025,100,9,0.0064,1443.0,4651251.4849
2017-08-13,179.0,116.0,False,False,False,False,2175.0,7698269.29786,0,False,0,0,86,77,67,93,67,40,10,3,0.0,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7396,5929,4489,8649,4489,1600,100,9,0.0,931.0,3443264.28431
2017-08-14,160.0,82.0,False,False,False,False,1268.0,3926663.96415,0,False,0,0,80,72,64,93,80,67,6,2,0.0,0,1,0,0,0,1,0,False,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6400,5184,4096,8649,6400,4489,36,4,0.0,577.0,2129561.031188
2017-08-15,140.0,166.0,False,False,False,False,1097.0,4955382.898499999,0,False,0,0,86,79,72,100,85,70,9,2,0.43,0,1,0,0,0,1,0,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7396,6241,5184,10000,7225,4900,81,4,0.1849,1098.0,4883051.52016
2017-08-16,222.0,159.0,False,False,False,False,2202.0,6568539.5912,0,False,0,0,92,81,70,100,71,41,8,2,0.0,1,0,0,0,0,1,0,False,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8464,6561,4900,10000,5041,1681,64,4,0.0,1247.0,6115432.10631
2017-08-17,135.0,163.0,False,False,False,False,1076.0,5139993.031699998,0,False,0,0,91,80,69,100,76,52,17,3,0.23,0,0,0,0,0,0,0,False,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8281,6400,4761,10000,5776,2704,289,9,0.0529,1298.0,4830407.111067
2017-08-18,151.0,164.0,False,False,False,False,1142.0,3794585.031089,0,False,0,0,93,85,76,100,78,56,14,3,0.02,0,0,0,0,0,0,0,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8649,7225,5776,10000,6084,3136,196,9,0.0004,1596.0,3685482.381826
2017-08-19,157.0,86.0,False,False,False,False,1566.0,6651816.959400001,0,False,0,0,91,82,72,94,65,36,8,2,0.0,0,1,0,0,0,1,0,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8281,6724,5184,8836,4225,1296,64,4,0.0,634.0,2788992.568888
2017-08-20,98.0,179.0,False,False,False,False,889.0,4396404.0535,0,False,0,0,89,78,66,100,75,50,10,3,0.0,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7921,6084,4356,10000,5625,2500,100,9,0.0,2175.0,7698269.29786
2017-08-21,117.0,160.0,False,False,False,False,883.0,3172724.0533600007,0,False,0,0,92,81,70,93,72,51,14,3,0.0,0,0,0,0,1,1,0,False,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8464,6561,4900,8649,5184,2601,196,9,0.0,1268.0,3926663.96415
2017-08-22,130.0,140.0,False,False,False,False,884.0,4849010.3465,0,False,0,0,96,84,71,93,65,36,18,7,0.0,0,0,0,0,0,0,0,False,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9216,7056,5041,8649,4225,1296,324,49,0.0,1097.0,4955382.898499999
2017-08-23,139.0,222.0,False,False,False,False,1119.0,5670765.79564,0,False,0,0,84,77,69,87,76,65,21,4,0.77,0,1,0,0,0,1,0,False,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7056,5929,4761,7569,5776,4225,441,16,0.5929,2202.0,6568539.5912
2017-08-24,130.0,135.0,False,False,False,False,1148.0,6231913.244600001,0,False,0,0,82,75,67,93,68,42,13,3,0.01,0,1,0,0,0,1,0,False,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6724,5625,4489,8649,4624,1764,169,9,0.0001,1076.0,5139993.031699998
2017-08-25,185.0,151.0,False,False,False,False,1634.0,4553760.426522,0,False,0,0,80,71,61,93,69,45,10,3,0.0,0,0,0,0,0,0,0,False,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6400,5041,3721,8649,4761,2025,100,9,0.0,1142.0,3794585.031089
2017-08-26,153.0,157.0,False,False,False,False,1313.0,3201251.55571,0,False,0,0,81,71,60,97,73,48,10,3,0.0,0,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6561,5041,3600,9409,5329,2304,100,9,0.0,1566.0,6651816.959400001
2017-08-27,86.0,98.0,False,False,False,False,962.0,5247078.399895556,0,False,0,0,80,72,63,87,66,45,13,5,0.0,0,0,0,0,0,0,0,False,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6400,5184,3969,7569,4356,2025,169,25,0.0,889.0,4396404.0535
2017-08-28,104.0,117.0,False,False,False,False,832.0,5905621.332900002,0,False,0,0,77,68,58,93,74,54,14,7,0.0,0,0,0,0,0,0,0,False,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5929,4624,3364,8649,5476,2916,196,49,0.0,883.0,3172724.0533600007
